sector;province;2014-09;2015-09;2015-08;2014-10;2015-10;2014-11;2015-11;2014-12;2015-12;2015-01;2016-01;2015-02;2016-02;2015-03;2016-03;2015-04;2016-04;2015-05;2016-05;2015-06;2016-06;2015-07;2016-07;2016-09;2016-08;2016-10;2016-11;2016-12;2017-01;2017-02;2017-03;2017-04;2017-05;2017-06;2017-07;2017-08;2017-09;2017-10;2017-11;2017-12;2018-01;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2018-08;2018-09;2018-10;2018-11;2019-01;2018-12;2019-02;2019-03;2019-04;2019-05;2019-06;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2020-07;2020-06;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-09;2021-10;2021-12;2021-11;2022-01;2022-02;2022-03;2022-04;2022-06;2022-05;2022-08;2022-07;2022-09;2022-10;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05
 Süs Bitkileri ve Mamulleri;K.MARAŞ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.42835;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.57243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.32434;0.0;0.0;0.0;0.0;0.0;0.0
 Tekstil ve Hammaddeleri;K.MARAŞ;58595.26658;44150.79146;41019.64434;51808.63753;47572.43053;48016.92186;43784.34887;44191.27796;38969.50635;45089.6749;44071.42229;41920.44539;49375.12787;44896.09003;50990.68803;47574.45085;49067.5361;47048.68037;53205.81428;48191.67911;57117.35212;42458.66142;38641.41059;48433.38638;48024.56872;52150.11679;52524.08744;43957.44347;49386.46477;52564.10526;60824.45535;49449.86114;50239.07451;48260.72109;45154.07149;45732.91288;54230.00073;54513.25026;51478.57241;51478.57241;55863.6135;54675.93502;58498.96082;54092.72519;59466.33631;49206.26741;48917.69734;42590.66311;58243.28204;51398.92453;44521.63985;49050.7287;39712.54071;44259.41424;50125.04134;50386.61312;54762.90857;37627.76604;48183.61525;37426.00688;49737.42861;50667.67284;44380.71971;37044.7487;46663.28796;42240.62861;36081.45195;16122.09091;23497.55929;41757.94128;37800.62642;36501.01966;45206.68294;50837.54308;40923.56326;52009.16265;56839.65942;59773.85307;68003.36457;74329.80147;57041.9865;67358.89154;60762.15552;70094.84935;83178.90622;72650.71911;80262.4412;89809.21562;81730.03427;85362.46463;95639.86287;79181.66461;77431.35044;64659.75932;70155.49055;56230.46885;71489.34285;67494.64681;64667.62918;56674.37567;68156.50299;32343.17936;45714.17524;48161.67695;61681.34418
 Yaş Meyve ve Sebze  ;K.MARAŞ;0.0;0.0;0.0;0.0;0.07596;0.0;0.0;0.03386;13.54608;0.0;3.28608;0.0;0.85128;0.0;1.166;0.0;1.64304;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.33114;27.92496;30.30375;61.842;6.264;0.0;0.0;8.4846;7.21684;1.15869;0.0;7.69621;9.7284;0.73291;0.73291;1.702;2.17777;7.17619;2.13656;1.35896;4.80293;0.0;0.0;0.88928;12.17773;24.73334;0.0;12.04739;2.82636;1.44979;12.38276;29.13992;0.0;0.0;0.0;7.95787;0.0;2.63325;0.0;0.11739;0.0;2.60231;29.07779;0.57304;39.52435;20.89117;192.90772;30.26461;4.96579;0.84136;0.0;20.98365;42.10186;57.49132;54.19637;34.41024;56.82902;42.25344;0.69608;31.57581;10.7614;12.08656;17.86238;0.0;65.51405;50.28146;13.34858;71.34474;13.89226;22.27161;0.418;9.42181;36.07875;19.30494;65.92852;9.69336;4.26494;5.51132;7.29087;88.99178
 Zeytin ve Zeytinyağı ;K.MARAŞ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.3746;0.0;0.0;0.76798;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.7211;0.0;0.0;3.37403;0.0;2.91461;0.0;0.0;0.32212;30.20728;22.75894;0.0;10.36993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13645;0.0;0.0;0.0;0.0;6.69471;0.0;2.76864;0.0;10.09624;3.3985;3.49747;0.0;26.93185;0.0;0.0;0.0;0.0;0.0;0.45483;0.07515;0.0;0.0;0.0;0.0;0.37754;0.0;0.0;0.0;0.0;0.0;0.0;0.17714;0.0;0.0;0.0;0.0;12.44115
 Çelik;KARABÜK;18417.23265;11053.54498;10831.98432;21891.61617;16606.3673;11458.08004;8393.33314;13065.50432;24621.47368;14181.44232;10819.62805;10165.65633;15821.66944;14708.70223;11944.92478;13522.22803;16333.86813;9557.32007;10513.00887;7938.4446;19090.69834;12231.55075;12252.58696;10916.91091;19892.50635;23154.41854;7942.91206;17748.80412;28110.5726;14809.72772;25396.41815;13344.88012;15146.18678;12798.90704;18321.43062;10225.82652;13260.73889;16797.4785;20215.57964;20215.57964;21170.15628;24351.60551;27605.18935;19237.28275;18042.20909;10865.4165;20633.97906;18380.65756;21979.3653;17423.39838;26641.33714;12657.61338;28389.27134;22894.397;19620.44163;32940.36012;15749.18192;13308.18086;24283.40778;18782.20311;29013.08525;19783.98667;12451.22246;23306.41534;26356.39555;17634.16122;22455.47574;23279.35472;15461.67174;30312.49869;22248.42532;20544.51975;31610.83973;31163.83466;23687.60904;36015.17003;23607.55647;23760.74655;39355.36846;36279.24089;45048.95118;54772.97058;52801.72639;45102.73931;78945.87997;46809.01951;66954.01922;41565.64014;32572.98906;32465.33718;46906.99206;17182.8663;51712.42212;47332.25341;31384.38391;28240.92088;33718.11062;20467.65467;26701.27942;45364.28294;18985.81922;19555.1614;35856.90837;22858.68949;26563.59515
 Çimento Cam Seramik ve Toprak Ürünleri;KARABÜK;56.96479;60.17676;58.82525;36.75615;68.40721;37.1807;69.95725;6.143;72.37393;0.0;96.9082;85.1904;62.12289;55.51718;39.0477;106.33885;47.64718;8.91268;32.85426;87.99054;52.50798;87.69433;85.29081;77.31677;93.25617;88.60683;58.043;61.74607;58.32;49.28556;6.64976;13.89753;44.94979;0.0;85.87653;115.54328;462.26116;130.99502;84.55317;84.55317;138.66758;105.62432;101.96248;82.27608;130.87292;110.11681;183.6432;128.6884;210.19355;167.73232;106.28559;82.12451;29.9523;101.68214;114.33768;90.95386;127.71497;48.77261;214.84734;105.89874;118.56839;70.94779;143.12705;82.0734;114.61513;118.18215;31.86809;64.39746;68.67603;165.26728;112.90021;72.11716;164.32744;523.24713;116.91745;145.1392;258.43469;398.23363;269.56382;139.59158;182.45831;378.91296;139.80384;773.36768;590.14539;369.40618;273.36265;139.9814;183.2124;140.96911;167.76078;169.70255;234.6573;283.91194;218.5882;139.77996;102.48039;169.07652;124.50193;30.1659;145.80938;135.67999;115.35436;90.26403;259.56606
 Demir ve Demir Dışı Metaller ;KARABÜK;12.72;13.358;150.83578;8.1;0.0;2.33;5.65;1.85;5.6607;48.90205;0.014;35.8542;3.255;32.375;4.8823;4.16;1.70699;8.372;14.768;71.3129;3.24337;0.0;26.9;27.48877;2.09572;10.67606;4.9068;0.0;5.91801;13.09079;0.00979;1.26568;7.85065;2.35047;16.742;0.76944;1.65808;3.50055;9.6;9.6;0.81817;5.51068;10.16134;0.0;0.58617;0.10453;0.17536;0.0;0.0;90.73677;0.28681;87.08621;0.0;1.50619;47.34472;10.12575;1.70447;177.98;1.78201;10.84;0.49;0.0;15.80002;1.50194;0.0;0.06754;0.027;0.0;0.43468;997.73203;0.0;583.15027;232.90905;141.38164;1.43359;0.0;80.83697;51.39052;0.0;11.66858;0.52674;1.19061;0.0;0.0;0.0;0.06413;0.0;0.0;0.0;9.74887;118.2031;0.0;0.0;0.0;18.81119;2.30909;2.73325;40.14053;38.79606;127.94003;131.37744;66.90861;0.59461;130.46521;1.45459
 Deri ve Deri Mamulleri ;KARABÜK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.65361;0.0;0.0;0.55082;0.9043;0.0;0.0;0.0;0.0;2.25;0.0;0.0;0.0;0.0;0.0;4.315;0.0;0.0;0.0;2.88189;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0976;5.3463;0.0;0.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;159.772;0.0;0.0;143.43694;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.93529;0.0;0.0;0.0
 Elektrik ve Elektronik;KARABÜK;41.9;8.45;8.82273;0.09174;4.83132;10.0;7.56975;0.0;10.33744;0.0;440.95659;37.22623;56.14;1.55;183.5;5.55985;154.97249;0.0;6.08931;283.83178;45.1894;2.77;10.98374;2.73;1.12238;0.0;5.4465;136.2595;75.12266;2.46921;43.25475;338.38927;4.99498;3.803;104.21251;7.1001;14.38559;0.10791;10.12716;10.12716;60.0;4.76585;64.44001;68.40723;0.0;11.59143;174.39615;9.05359;39.0;71.27966;7.1;0.0;0.0;12.02431;4.494;0.0;125.03518;225.57845;0.0;31.76;0.398;98.0;16.23146;63.3058;83.02357;54.31576;11.56461;24.56897;0.0;84.17094;168.85698;5.903;164.29645;0.0;45.44377;49.89074;142.93475;1123.4411;306.93822;49.21469;359.73295;494.95089;370.18206;360.08112;413.43802;88.03732;1750.07401;105.90317;235.5;106.20056;526.39588;657.50997;485.72263;0.35;216.05771;563.83315;33.63214;0.0;0.0;1.125;0.0;36.62448;0.0;151.21283;3.56588
 Gemi, Yat ve Hizmetleri;KARABÜK;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43462;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
 Halı ;KARABÜK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37795;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01189;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
 Hazırgiyim ve Konfeksiyon ;KARABÜK;479.26935;408.28684;466.27609;397.81123;375.53736;289.0227;232.54262;569.10228;279.32814;395.86205;797.41846;345.81723;327.03488;237.50803;185.29945;281.87795;13.49728;393.13454;347.2919;563.51889;342.19834;475.03611;582.13688;308.67822;534.69189;162.90674;517.07425;503.92638;562.05077;399.59602;2089.98596;1975.70663;258.2887;495.28062;592.1822;653.96617;740.92162;586.21978;445.49278;445.49278;752.21166;521.4923;915.88172;407.10823;535.14481;451.19942;781.05543;636.46381;336.4199;1033.60654;471.94693;495.90794;625.93577;542.70532;235.12362;666.38283;549.47667;265.15614;1348.14653;828.78832;700.83827;396.68798;1227.74283;100.25695;1047.83999;214.19611;274.78251;2.02215;7.00968;641.09824;132.27205;498.88326;416.1822;602.01661;460.30849;181.7683;398.91988;93.316;209.29961;732.97521;249.75735;641.27261;910.07161;685.49122;843.3502;775.78075;506.92176;321.81646;852.92761;810.21458;610.87898;497.1912;609.92627;200.53114;885.07477;1644.12275;1557.69828;770.13045;561.3706;900.14081;915.0722;935.45174;1376.26176;350.67293;265.56885
 Hububat, Bakliyat, Yağlı Tohumlar ve Mamulleri ;KARABÜK;16.30193;10.57066;0.0;0.0;0.0;21.78832;26.225;0.0;52.28203;0.0;0.0;0.0;0.0;0.0;15.54344;0.0;4.80968;0.0;42.61817;31.97327;3.21909;27.22077;0.0;0.0;0.0;0.0;0.0;0.0;8.05396;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.66571;0.0;0.0;0.0;0.39005;0.0;0.0;0.0;0.0;0.0;0.0;10.45238;7.25999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.15065;3.52071;0.0;0.0;0.0;0.0;8.25736;7.15325;0.0;0.0;0.0;17.00172;0.0;0.0;0.0;0.0;0.0;0.0;4.7297;0.0;0.0;0.0;0.3781;4.71891;8.75142;2.32239
 İklimlendirme Sanayii;KARABÜK;96.30142;58.37767;43.92043;151.22965;82.57264;122.07516;54.43174;86.70208;132.35653;49.46689;15.99911;80.6554;42.26403;45.01285;31.86759;29.94998;14.13353;60.43124;65.55328;31.95304;55.24924;96.0978;42.97922;60.14309;64.51844;56.451;62.71461;67.63315;82.67453;78.53748;74.56375;61.87078;62.41745;204.74548;157.63239;91.47156;263.58642;82.03359;93.76286;93.76286;69.00047;99.01294;24.849;64.59403;65.96897;40.38219;49.058;55.49925;106.54406;61.1884;94.20391;36.08875;67.89312;54.01347;34.904;11.41282;548.70411;221.60539;52.85578;36.7774;82.21233;59.70084;657.09522;89.94593;352.52914;114.18369;9.70577;0.0;79.1653;62.29502;27.77348;111.31244;72.02095;128.13003;92.64007;506.41663;202.83723;230.25846;47.10746;236.58028;224.36878;246.99597;67.67425;68.73198;273.38695;96.10619;739.82826;477.41688;197.05756;23.61286;22.85989;17.47708;35.21234;105.78579;25.62674;11.24044;11.41468;18.77042;45.40943;0.0;46.25883;43.6285;33.35846;51.85612;28.6514
 Kimyevi Maddeler ve Mamulleri  ;KARABÜK;9.33482;33.66741;0.82379;0.44;1.1363;45.95754;0.0;0.0;29.34003;0.0;0.0;4.2;0.0;17.8978;0.87536;0.0;2.37801;0.0;0.0;8.43773;0.0;15.02529;15.90218;7.16197;7.38857;20.38205;0.0;14.88535;27.36165;0.0;5.23596;0.0;0.0;0.0;31.752;64.62204;231.42309;0.22905;0.86702;0.86702;35.51714;83.93713;97.06529;44.38743;83.84961;83.1208;14.6199;15.58198;23.47946;136.76237;112.32412;73.90593;46.37869;82.6776;88.75084;185.39678;126.84415;106.40514;192.98456;68.86889;97.34638;54.08424;61.53185;238.00143;33.19649;86.11966;151.05983;10.95595;34.3087;106.77231;29.49773;62.12487;50.4082;153.20712;34.88113;67.05742;21.64553;28.81085;28.82243;73.66065;47.71806;183.31018;99.40799;54.20381;41.4794;5.93876;58.93959;45.12725;23.56221;47.39645;181.30042;260.05581;235.80256;220.4782;29.74638;56.10132;60.40807;63.14064;3.39288;52.42027;116.09332;213.37805;2.76524;4.44616;11.87043
 Kuru Meyve ve Mamulleri  ;KARABÜK;5.37834;0.0;0.0;0.0;0.0;11.07125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.98639;0.0;0.0;0.0;0.0;0.76284;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.41987;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.1178;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
 Madencilik Ürünleri;KARABÜK;11.868;0.0;7.8552;10.65;0.0;6.816;47.71653;0.15;0.0;0.0;21.22961;26.35415;0.0;0.0;0.0;0.0;8.9528;0.0;8.908;25.58968;14.3;0.0;3.84889;0.0;1.37672;0.0;20.1042;8.449;0.0;19.2329;0.0;11.9792;87.15574;12.48025;42.82299;0.0;74.59467;41.85132;0.0;0.0;65.59571;0.0;31.07908;0.0;43.43826;27.5648;74.10052;97.387;156.5256;0.0;0.0;21.08346;16.79405;0.0;32.71918;0.0;54.00769;0.0;0.0;60.7174;0.0;108.9273;167.10351;75.864;15.02487;26.24382;0.0;73.16944;44.33747;62.83597;14.75;13.75663;154.55149;246.66611;160.84398;116.7769;0.0;156.19073;39.18922;150.5896;103.74618;69.9192;101.20998;0.0;344.7555;68.4639;62.15192;93.0681;161.5345;122.5521;31.4098;106.25484;8.28684;446.90909;84.97771;137.89229;165.09768;166.92775;65.84905;310.95718;119.69544;41.37496;68.16487;253.50351;54.22993
 Makine ve Aksamları;KARABÜK;522.5823;399.13457;713.13081;828.58179;462.2374;505.38765;456.85364;765.51455;285.94549;488.09105;1017.77575;382.4004;339.94291;671.37674;376.33499;632.4704;372.02481;511.50417;995.51924;798.80908;458.2853;332.80836;239.46628;427.80619;1002.40408;243.47754;332.87544;1257.39733;537.54384;1771.15306;724.61028;5697.33693;818.37688;618.3326;1762.69338;1369.85368;6095.90667;846.42603;1180.40251;1180.40251;520.96097;426.85743;317.24922;484.57598;290.67458;780.65505;393.35641;324.73995;533.47578;1362.47809;1253.49611;730.36567;1072.89901;1238.46121;976.24631;1304.03314;1905.54293;804.7979;682.14109;468.85535;466.19901;312.62418;636.46944;2302.37797;1517.56038;1536.56055;1756.16997;1468.56556;496.51921;1224.86327;738.94767;948.89998;1232.06033;6408.87709;1526.96144;1519.80449;4382.83572;3000.73289;2560.61048;3016.08053;3830.04154;3358.65224;1470.9945;4647.20676;7703.95597;4464.5241;4204.64268;5558.11409;4094.18731;3304.01001;3179.39266;4785.27487;3636.00519;3594.98447;3389.48754;2393.78886;2992.63978;4178.4883;3337.10722;1865.22355;3254.73229;2385.77638;3400.70866;1384.20314;3051.68007
 Meyve Sebze Mamulleri ;KARABÜK;14.58477;0.0;0.0;10.90623;43.15423;23.66663;0.0;0.0;12.61805;0.0;0.0;0.0;0.0;12.11313;0.0;15.36925;48.77626;0.0;40.6758;43.83518;10.90987;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.06866;0.0;11.84668;0.0;6.66511;0.0;0.0;0.0;18.75839;0.0;3.22025;3.22025;0.0;0.0;5.9276;0.0;0.0;4.98255;8.92188;5.43748;11.27936;10.86541;29.20679;18.17547;6.24056;5.9721;5.84118;2.55022;22.73889;0.0;0.0;8.7054;4.32059;10.43548;15.04792;0.0;0.0;1.56622;0.0;2.34534;14.00559;0.0;12.04767;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20649;0.31554;0.0;0.0;0.0;0.0;0.19829;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
 Mobilya, Kağıt ve Orman Ürünleri;KARABÜK;0.0;14.09655;0.0;0.09934;16.25292;1.06401;0.16035;0.163;28.73088;0.0;5.7505;0.43326;37.84564;61.73471;16.76455;4.2959;7.63956;10.17698;18.17221;2.642;0.0;6.1979;1.47397;22.51761;74.4878;19.52992;52.076;42.433;15.66165;28.44285;64.1596;63.06647;15.82032;25.2705;58.34898;98.37868;26.3478;85.07594;31.26062;31.26062;0.03005;7.51719;38.60085;12.87477;5.16061;2.47374;96.87058;168.50677;2.16339;7.64482;44.01988;24.08085;0.889;37.45916;62.12037;88.01438;99.72868;68.2565;194.63407;171.39277;186.38598;152.02694;224.35047;295.62282;200.70206;233.17709;29.10109;102.45893;105.10482;137.10487;174.85441;127.66994;172.38594;194.41857;270.68194;267.87456;278.20588;288.35483;357.34341;315.66269;305.79556;304.93385;262.1719;430.41627;505.59733;666.33367;858.38361;567.62322;650.22141;445.57418;910.25927;595.29291;771.8664;448.6385;607.39562;644.75391;614.7242;439.33071;647.67934;601.70675;433.07992;404.48236;338.61936;580.40295;539.40935
 Mücevher;KARABÜK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
 Otomotiv Endüstrisi;KARABÜK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.06968;0.0;0.0;0.0;0.0;70.16309;0.0;0.0;0.0;239.477;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.26803;0.0;0.0;32.40778;0.0;43.1014;0.00129;75.01173;0.0;0.0;7.461;238.95857;0.0;0.0;0.0;0.0;0.0;0.0;6.06764;0.0;0.0;0.0;1.2369;0.0;0.0;0.0;0.0;0.0;0.012;0.0;0.0;0.0;1.37811;0.0;2.275;0.13139;0.0;0.0;0.0;113.28031;1.87124;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8273;2.38465;0.0;0.0;0.0;0.0;76.96263;0.0;0.83648;0.0;0.0;0.0;90.33983;95.62929;29.40109;265.67664;156.60077;454.08232;546.89509;452.32025;568.61741;1055.0211;139.73092;522.13535;799.51406;352.2936;873.13051;980.47046;1271.51491;840.21434;806.01274
 Tekstil ve Hammaddeleri;KARABÜK;0.0;0.0;1.01925;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.40451;0.0;0.0;0.0;0.0;0.0;0.065;0.0;11.04411;0.0;0.0;0.0;0.0;0.0;132.46885;408.4442;0.0;0.0;0.0;0.0;0.0;3.0989;0.0;0.0;0.0;0.5995;0.0;0.0;0.0;3.62629;0.0;0.0;0.5;0.0;0.22211;7.01964;0.0;0.0;0.36435;0.0;0.004;0.0;0.0;0.0;0.0;0.0;0.00444;0.0;0.0022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022;0.0;0.0;0.0;1.31128;0.0;0.0;0.40037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3402;38.7571;6.2376;0.0;0.0;0.0;0.0;0.0;1.1146;0.0;0.219;0.0;0.0;0.0
 Yaş Meyve ve Sebze  ;KARABÜK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
 Çelik;KARAMAN;0.0;0.0;1.77674;0.0;0.0;0.0;10.9562;0.034;0.0;7.65;5.47998;8.08704;18.14047;0.17053;25.89352;20.97486;10.67837;0.0;0.0;0.0;0.0;52.64894;5.39491;0.0;2.435;60.62112;0.0;0.05379;2.465;14.84728;4.67001;0.29123;5.22318;0.0;0.0;1.75838;0.48738;0.3042;0.0744;0.0744;0.22;0.0;8.87751;0.0;0.0;13.11398;1.26087;0.0;0.52509;0.0;11.23093;23.71595;0.0;1.484;19.53946;0.0;1.79221;30.28785;42.62036;3.80923;41.78393;2.60682;20.37813;48.20081;120.34254;136.05903;113.30288;164.68335;0.53053;167.75888;135.0928;51.71804;79.40367;31.96298;10.59661;5.82181;36.72953;7.83365;8.34317;6.01889;58.52215;44.58702;32.73558;35.30052;90.1544;61.12111;91.69137;98.54054;36.7494;88.76895;35.85797;61.853;29.38691;7.16015;48.32142;35.33034;39.635;39.11476;72.01242;79.89024;126.2856;4.22287;78.57802;40.6482;86.14805
 Çimento Cam Seramik ve Toprak Ürünleri;KARAMAN;0.01;0.43039;0.01306;0.0;0.41407;0.32086;0.0;0.0;0.01968;0.01159;0.0;0.0;44.22282;0.0;0.62965;0.0;0.0;0.60617;0.71;1.73994;0.2165;3.26843;0.0;71.10789;0.15294;0.0;0.0;1.83719;12.5445;2.5716;0.0;32.00795;0.28356;0.0;0.0;0.09156;5.74388;10.72782;1199.92089;1199.92089;0.54363;9.16374;0.0;0.0;12.09169;4.81906;0.0;8.4931;5.20485;632.77311;118.79324;85.44937;133.77365;3.19297;5.04093;0.0;0.4832;0.0;2.88334;0.34397;8.35029;15.41603;6.54787;12.17215;2.079;10.17488;14.38816;22.70413;9.46145;2.81708;3.95008;98.9176;55.01779;4.03184;10.5498;37.53448;12.59837;24.76444;4.10074;11.85358;13.43868;9.21293;65.30793;12.85161;86.25587;31.68416;8.92546;46.36633;20.60279;20.09838;39.07891;73.13117;21.90715;76.31921;16.43925;50.927;44.69645;1.12798;12.88264;25.05129;32.07422;7.85971;89.21526;41.8813;60.09561
